Gene ID	Gene Name	Design Element	g1_g2.p-value	g1_g2.t-statistic	g1_g2.log2foldchange
ENSG00000003987	MTMR7	243804_at	0.0229480766538872	-4.16091699079026	-0.7
ENSG00000003989	SLC7A2	225516_at	0.126344830157594	2.64485819899937	0.4
ENSG00000004139	SARM1	213259_s_at	NA	-0.549150746557493	-0.1
ENSG00000004142	POLDIP2	217806_s_at	NA	-1.15304423553273	-0.1
ENSG00000004399	PLXND1	38671_at	0.740673670875204	0.662955311687995	0.1
ENSG00000004455	AK2	212174_at	0.921274738097903	0.228888033059064	0
ENSG00000004468	CD38	205692_s_at	0.283426382922165	-1.89078240618713	-0.2
ENSG00000004478	FKBP4	200895_s_at	0.00977699194850228	4.86043986710146	0.8
ENSG00000004487	KDM1A	212348_s_at	NA	0.595362253410312	0
ENSG00000004534	RBM6	201967_at	0.0374343575192869	3.73748429892407	0.5
ENSG00000004660	CAMKK1	223460_at	NA	0.538560616795343	0.1
ENSG00000004700	RECQL	212917_x_at	0.602188715148406	0.994812115750282	0.1
ENSG00000004766	VPS50	226031_at	0.830917868694855	-0.457081145957934	-0.1
ENSG00000004776	HSPB6	226304_at	0.731190196364272	-0.685770355394793	-0.1
ENSG00000004777	ARHGAP33	213827_at	NA	-0.215984759480124	0
ENSG00000004779	NDUFAB1	202077_at	0.640820343880034	-0.905699721545103	-0.2
ENSG00000004799	PDK4	225207_at	0.366012673977077	1.63203396687316	0.5
ENSG00000004809	SLC22A16	232232_s_at	NA	0.235656001755261	0
ENSG00000004846	ABCB5	1555371_at	NA	0.533285488590761	0.1
ENSG00000004848	ARX	238878_at	0.882786260761938	0.338506377753821	0
ENSG00000004864	SLC25A13	203775_at	0.298384879834954	-1.84248038065473	-0.4
ENSG00000004866	ST7	207871_s_at	0.478604223749584	1.31540436569677	0.2
ENSG00000004897	CDC27	217878_s_at	0.753831191117955	0.630610902902375	0.2
ENSG00000004939	SLC4A1	205592_at	NA	0.342281445603725	0
ENSG00000004948	CALCR	207887_s_at	NA	-1.45689715332179	-0.1
ENSG00000004961	HCCS	203745_at	0.891423281313926	-0.316119994181695	-0.1
ENSG00000004975	DVL2	57532_at	NA	2.40002180651442	0.2
ENSG00000005001	PRSS22	205847_at	NA	-0.880549449523495	-0.1
ENSG00000005007	UPF1	211168_s_at	NA	3.94054343150782	0.4
ENSG00000005020	SKAP2	204362_at	0.745612125889269	0.648066594916894	0.1
ENSG00000005022	SLC25A5	200657_at	0.892548539207699	-0.312118304056255	-0.1
ENSG00000005059	MCUB	218802_at	0.424835520740539	-1.45633335274181	-0.3
ENSG00000005073	HOXA11	213823_at	NA	-0.919869810397477	-0.1
ENSG00000005100	DHX33	222875_at	NA	-0.494585373534643	0
ENSG00000005102	MEOX1	205619_s_at	NA	0.246059266174732	0
ENSG00000005108	THSD7A	213894_at	0.735516663076804	-0.6778674515459	-0.1
ENSG00000005156	LIG3	1554597_at	NA	-1.35200085559275	-0.1
ENSG00000005175	RPAP3	218842_at	0.267397257398816	-1.9481218032048	-0.5
ENSG00000005187	ACSM3	205942_s_at	NA	-0.960023115363525	-0.1
ENSG00000005189	REXO5	215215_s_at	NA	-0.155002771461025	0
ENSG00000005194	CIAPIN1	208968_s_at	0.215053597600903	-2.16476721719904	-0.4
ENSG00000005206	SPPL2B	225248_at	NA	-0.194140521786672	0
ENSG00000005238	FAM214B	211433_x_at	NA	-3.51745077020058	-0.3
ENSG00000005243	COPZ2	219561_at	NA	-0.983434112363211	-0.1
ENSG00000005249	PRKAR2B	203680_at	0.0741159468451976	-3.11398798723443	-1
ENSG00000005302	MSL3	207551_s_at	NA	0.82460207300645	0.1
ENSG00000005339	CREBBP	202160_at	NA	4.06507137092082	0.4
ENSG00000005379	TSPOAP1	205839_s_at	0.519187135105298	-1.2108824668641	-0.2
ENSG00000005381	MPO	203949_at	NA	-0.296087071382914	0
ENSG00000005421	PON1	206345_s_at	NA	-1.05407584890362	-0.1
ENSG00000005436	GCFC2	216305_s_at	NA	-2.39672654823652	-0.3
ENSG00000005448	WDR54	225898_at	0.56990201717271	-1.09050554359904	-0.2
ENSG00000005469	CROT	204573_at	NA	-0.277120668971683	0
ENSG00000005471	ABCB4	207819_s_at	NA	0.609312557499322	0
ENSG00000005483	KMT2E	223190_s_at	0.227600085745551	2.10503315080502	0.3
ENSG00000005486	RHBDD2	222995_s_at	0.386925152182139	-1.5649938292892	-0.3
ENSG00000005513	SOX8	226913_s_at	0.394756264772746	1.54074406634628	0.3
ENSG00000005700	IBTK	210970_s_at	0.592066825385902	-1.02324869977347	-0.2
ENSG00000005801	ZNF195	204234_s_at	0.902399791288616	-0.286428419206095	0
ENSG00000005810	MYCBP2	201960_s_at	0.83776491269314	0.438106030106405	0.1
ENSG00000005812	FBXL3	225132_at	NA	0.0960803392728608	0
ENSG00000005844	ITGAL	213475_s_at	NA	0.350723383528031	0
ENSG00000005882	PDK2	202590_s_at	NA	-1.90863839378239	-0.2
ENSG00000005889	ZFX	229022_at	0.611969196483091	-0.969855981076739	-0.2
ENSG00000005893	LAMP2	200821_at	0.388732545050341	1.56043399497722	0.2
ENSG00000005961	ITGA2B	206493_at	NA	-0.396099906661009	0
ENSG00000005981	ASB4	235619_at	0.364751727350147	-1.63735386724364	-0.3
ENSG00000006007	GDE1	226214_at	NA	0.569308010254578	0.1
ENSG00000006015	REX1BD	51200_at	NA	-0.611992997280816	-0.1
ENSG00000006016	CRLF1	206315_at	0.734180528051138	-0.679888172392334	-0.1
ENSG00000006025	OSBPL7	227946_at	0.0544285154434564	3.4107929261251	0.4
ENSG00000006042	TMEM98	223170_at	0.223674386110893	2.1263003585763	0.5
ENSG00000006047	YBX2	219704_at	NA	-1.02572210205996	-0.1
ENSG00000006059	KRT33A	208483_x_at	NA	0.995375327857034	0.1
ENSG00000006062	MAP3K14	205192_at	NA	2.10842939771231	0.2
ENSG00000006071	ABCC8	210246_s_at	0.540710290674765	-1.16425295345138	-0.2
ENSG00000006116	CACNG3	206384_at	0.0950571052154361	-2.89006996329172	-0.5
ENSG00000006118	TMEM132A	218834_s_at	0.644931804638058	0.8982489648575	0.1
ENSG00000006125	AP2B1	200612_s_at	0.205794651613083	-2.20623246808087	-0.5
ENSG00000006128	TAC1	206552_s_at	0.157179972498726	-2.46572438633191	-1.4
ENSG00000006194	ZNF263	203707_at	NA	1.13483705257244	0.1
ENSG00000006210	CX3CL1	823_at	0.248557209021862	-2.01132375402997	-0.7
ENSG00000006282	SPATA20	218164_at	0.424803532756284	-1.4569011778152	-0.2
ENSG00000006283	CACNA1G	211802_x_at	NA	-0.223519953544067	0
ENSG00000006327	TNFRSF12A	218368_s_at	NA	0.129745566709694	0
ENSG00000006377	DLX6	221289_at	NA	-1.01855150211762	-0.1
ENSG00000006432	MAP3K9	213927_at	0.568625371206539	-1.09306960566005	-0.5
ENSG00000006451	RALA	224880_at	NA	2.59060176279611	0.2
ENSG00000006453	BAIAP2L1	222675_s_at	NA	-0.712264846827631	0
ENSG00000006459	KDM7A	221778_at	0.0855469316792555	2.99292501187948	0.4
ENSG00000006468	ETV1	221911_at	0.302123543042133	1.83156120104299	0.7
ENSG00000006530	AGK	222132_s_at	0.389464046447285	-1.55693103270288	-0.3
ENSG00000006534	ALDH3B1	211004_s_at	NA	-2.44898440136181	-0.2
ENSG00000006555	TTC22	215106_at	NA	-0.44928634869825	0
ENSG00000006576	PHTF2	209780_at	0.58347182607394	1.04717293164237	0.2
ENSG00000006606	CCL26	223710_at	NA	1.44454925398859	0.1
ENSG00000006607	FARP2	225652_at	0.711078889139221	-0.732338913080139	-0.1
ENSG00000006611	USH1C	205137_x_at	0.0785970532524862	-3.06612646201843	-1
ENSG00000006625	GGCT	215380_s_at	0.960882873089278	-0.128437450714267	0
ENSG00000006634	DBF4	204244_s_at	NA	0.728406118123004	0.1
ENSG00000006638	TBXA2R	207555_s_at	NA	-1.6418793740623	-0.2
ENSG00000006652	IFRD1	202146_at	0.0589748427119644	3.34486765711116	0.7
ENSG00000006659	LGALS14	220158_at	NA	0.113445163365376	0
ENSG00000006695	COX10	1569685_at	NA	2.29452521004024	0.2
ENSG00000006695	COX10	203858_s_at	NA	-1.29219583003464	-0.1
ENSG00000006704	GTF2IRD1	218412_s_at	NA	-1.36122756706779	-0.2
ENSG00000006712	PAF1	202093_s_at	NA	2.29121279823379	0.2
ENSG00000006715	VPS41	210849_s_at	NA	0.167083753690963	0
ENSG00000006740	ARHGAP44	205414_s_at	0.669171086858176	-0.841128834335024	-0.3
ENSG00000006744	ELAC2	201767_s_at	NA	-1.76759112580656	-0.2
ENSG00000006747	SCIN	222272_x_at	NA	1.38575375489058	0.1
ENSG00000006756	ARSD	207784_at	NA	-0.838373628655973	-0.1
ENSG00000006757	PNPLA4	209740_s_at	0.186403620887405	-2.31399164460549	-0.6
ENSG00000006788	MYH13	208208_at	NA	-1.96401960514971	-0.2
ENSG00000006831	ADIPOR2	201346_at	0.294837936517018	1.85281176485473	0.3
ENSG00000006837	CDKL3	241911_at	NA	-0.885668379980294	-0.1
ENSG00000007001	UPP2	233155_at	NA	0.356403870325038	0
ENSG00000007038	PRSS21	220051_at	NA	0.545450025936693	0
ENSG00000007047	MARK4	55065_at	0.14378405964995	-2.54299789486989	-0.3
ENSG00000007062	PROM1	204304_s_at	0.375653736720943	-1.6026098462659	-0.4
ENSG00000007080	CCDC124	225454_at	NA	1.06171726464154	0.1
ENSG00000007129	CEACAM21	214907_at	0.0147764552328347	-4.48990751600035	-0.6
ENSG00000007168	PAFAH1B1	200813_s_at	0.494035774931975	-1.27862265111697	-0.2
ENSG00000007171	NOS2	210037_s_at	NA	0.198285376253543	0
ENSG00000007174	DNAH9	210345_s_at	NA	-0.451257852349486	0
ENSG00000007202	KIAA0100	201729_s_at	NA	0.153774971350364	0
ENSG00000007216	SLC13A2	207567_at	NA	0.185032668471393	0
ENSG00000007237	GAS7	202192_s_at	0.909052109644362	-0.266094492391372	0
ENSG00000007255	TRAPPC6A	204985_s_at	0.309962537524711	-1.80804569458288	-0.2
ENSG00000007264	MATK	206267_s_at	NA	-1.32269504706349	-0.1
ENSG00000007306	CEACAM7	211848_s_at	NA	-0.845453163320255	-0.1
ENSG00000007312	CD79B	205297_s_at	NA	-0.604627946177133	-0.1
ENSG00000007314	SCN4A	206981_at	NA	0.719803167487505	0.1
ENSG00000007341	ST7L	230079_at	NA	0.197230594603714	0
ENSG00000007350	TKTL1	216370_s_at	NA	-0.354682092711078	0
ENSG00000007372	PAX6	205646_s_at	0.354868165751882	1.65972271700187	0.5
ENSG00000007376	RPUSD1	226078_at	NA	1.18425542771957	0.1
ENSG00000007384	RHBDF1	218686_s_at	0.717629599936446	0.719394779155284	0.1
ENSG00000007392	LUC7L	223295_s_at	0.136534499084875	2.58302485442702	0.4
ENSG00000007402	CACNA2D2	204811_s_at	0.214279512326342	-2.16796292922736	-0.6
ENSG00000007516	BAIAP3	216356_x_at	0.440780155139008	1.41062214170979	0.2
ENSG00000007520	TSR3	213105_s_at	NA	-0.356598008330511	0
ENSG00000007541	PIGQ	204144_s_at	NA	-0.168470345986725	0
ENSG00000007545	CRAMP1	225172_at	NA	3.66153288646306	0.3
ENSG00000007866	TEAD3	209454_s_at	NA	1.03946435964845	0.1
ENSG00000007908	SELE	206211_at	0.443687660955598	-1.40415354454493	-0.7
ENSG00000007923	DNAJC11	215792_s_at	NA	-0.908301956279534	-0.1
ENSG00000007933	FMO3	206496_at	NA	-0.203280808320496	0
ENSG00000007944	MYLIP	228098_s_at	0.773958985206602	0.584624323525248	0.1
ENSG00000007952	NOX1	207380_x_at	NA	0.3340796859707	0
ENSG00000007968	E2F2	228361_at	NA	-0.43304088332762	0
ENSG00000008018	PSMB1	214288_s_at	NA	-1.0244047404855	-0.1
ENSG00000008056	SYN1	221914_at	0.436420859377722	-1.42030719814643	-0.5
ENSG00000008083	JARID2	203297_s_at	NA	2.94846872022016	0.3
ENSG00000008086	CDKL5	227004_at	0.940944462774292	-0.181559301544988	-0.1
ENSG00000008118	CAMK1G	215161_at	0.074813956955669	-3.10544387859338	-0.5
ENSG00000008130	NADK	208919_s_at	0.166655089383113	2.4173804996031	0.3
ENSG00000008196	TFAP2B	215686_x_at	NA	0.457940179000762	0
ENSG00000008197	TFAP2D	233987_at	NA	-0.654282696229685	-0.1
ENSG00000008226	DLEC1	215085_x_at	NA	0.483350760011332	0
ENSG00000008256	CYTH3	225147_at	NA	0.254626481820708	0
ENSG00000008277	ADAM22	213411_at	0.849511590081204	0.41420883531602	0.1
ENSG00000008282	SYPL1	201260_s_at	0.762362663815216	0.611482114533729	0.1
ENSG00000008283	CYB561	217200_x_at	NA	-2.45703049768594	-0.2
ENSG00000008294	SPAG9	212470_at	NA	1.06648614828289	0.1
ENSG00000008300	CELSR3	40020_at	0.500990171782481	1.25445841176744	0.2
ENSG00000008311	AASS	210852_s_at	0.449989823781322	-1.38278220238351	-0.3
ENSG00000008323	PLEKHG6	220073_s_at	NA	0.218394719521796	0
ENSG00000008324	SS18L2	218283_at	NA	3.06395035060381	0.3
ENSG00000008382	MPND	233651_s_at	0.0788957771315295	-3.05910720270899	-0.5
ENSG00000008394	MGST1	224918_x_at	0.688613611369543	-0.785949523990446	-0.2
ENSG00000008405	CRY1	209674_at	0.0880425536481075	2.96453704352675	0.5
ENSG00000008438	PGLYRP1	207384_at	NA	-1.52147396466149	-0.1
ENSG00000008441	NFIX	227400_at	0.83053688317087	-0.458072292091743	-0.1
ENSG00000008513	ST3GAL1	225034_at	NA	-1.6388643332928	-0.2
ENSG00000008516	MMP25	207890_s_at	NA	1.12117234343513	0.1
ENSG00000008517	IL32	203828_s_at	0.835275533342864	-0.44335877743771	-0.1
ENSG00000008710	PKD1	202327_s_at	0.869478326615453	0.372107869814648	0
ENSG00000008735	MAPK8IP2	205050_s_at	0.626264231200209	-0.940743581799912	-0.1
ENSG00000008838	MED24	213043_s_at	NA	-1.48909189204909	-0.2
ENSG00000008853	RHOBTB2	209441_at	NA	0.675405736408252	0.1
ENSG00000008869	HEATR5B	233642_s_at	0.987076220443564	-0.0399373363669759	0
ENSG00000008952	SEC62	208942_s_at	NA	0.0570884482274179	0
ENSG00000008988	RPS20	200949_x_at	NA	-0.00447954744576231	0
ENSG00000009307	CSDE1	219939_s_at	NA	-0.553504389046632	-0.1
ENSG00000009335	UBE3C	201817_at	0.765398385593038	-0.603648426910651	-0.1
ENSG00000009413	REV3L	208070_s_at	0.89158896490961	0.314958410905564	0
ENSG00000009694	TENM1	205728_at	0.58347182607394	-1.04675582923977	-0.5
ENSG00000009709	PAX7	208060_at	NA	-0.169505318690859	0
ENSG00000009724	MASP2	216968_at	NA	-0.0155831059222132	0
ENSG00000009765	IYD	231070_at	NA	0.106625545182713	0
ENSG00000009780	FAM76A	228604_at	NA	-1.04771408330786	-0.1
ENSG00000009790	TRAF3IP3	205804_s_at	NA	-0.633128844008568	0
ENSG00000009830	POMT2	225560_at	NA	1.03377617928632	0.1
ENSG00000009844	VTA1	224437_s_at	0.894431102838436	-0.306092829508743	0
ENSG00000009950	MLXIPL	221163_s_at	NA	0.839033505388175	0.1
ENSG00000009954	BAZ1B	208445_s_at	NA	3.39663842514741	0.3
ENSG00000010017	RANBP9	202582_s_at	0.517686903158821	-1.21424366951911	-0.2
ENSG00000010030	ETV7	221680_s_at	NA	0.235284125948334	0
ENSG00000010072	SPRTN	223511_at	0.195690533194059	-2.26413511570518	-0.3
ENSG00000010165	EEF1AKNMT	212405_s_at	NA	0.970383607085778	0.1
ENSG00000010219	DYRK4	212954_at	NA	0.76040013364347	0.1
ENSG00000010244	ZNF207	200829_x_at	NA	-0.367533131803473	0
ENSG00000010256	UQCRC1	201903_at	0.719194481904053	-0.714783882580103	-0.1
ENSG00000010270	STARD3NL	223065_s_at	0.758269926778497	-0.619602072926901	-0.1
ENSG00000010278	CD9	201005_at	0.983157309737623	-0.0541254536259136	0
ENSG00000010282	HHATL	223572_at	0.844399906326393	0.42469985274949	0.1
ENSG00000010292	NCAPD2	201774_s_at	0.044564571460822	3.55648381774501	0.5
ENSG00000010295	IFFO1	209721_s_at	NA	-1.15050738282676	-0.1
ENSG00000010310	GIPR	231291_at	0.247291381376061	2.01668356645931	0.3
ENSG00000010318	PHF7	215622_x_at	NA	0.0524939254112698	0
ENSG00000010319	SEMA3G	219689_at	0.0320220293273458	-3.8910308344373	-0.8
ENSG00000010322	NISCH	201591_s_at	NA	-0.555284290959286	-0.1
ENSG00000010327	STAB1	38487_at	0.232194276334948	2.08763460970968	0.5
ENSG00000010361	FUZ	221187_s_at	NA	-0.573830315072182	-0.1
ENSG00000010379	SLC6A13	237058_x_at	0.827254268523812	0.464898393882348	0.1
ENSG00000010404	IDS	210666_at	NA	0.453744501682556	0.1
ENSG00000010438	PRSS3	213421_x_at	0.661789720379701	-0.86060428484014	-0.1
ENSG00000010539	ZNF200	207338_s_at	NA	-1.42242589304716	-0.2
ENSG00000010610	CD4	203547_at	0.785107025716196	0.562233971067243	0.1
ENSG00000010626	LRRC23	206076_at	NA	0.481601745825334	0
ENSG00000010671	BTK	205504_at	0.901125464618063	0.289244223621187	0
ENSG00000010803	SCMH1	221216_s_at	NA	-0.508430475199163	0
ENSG00000010810	FYN	210105_s_at	NA	0.993201454967163	0.1
ENSG00000010818	HIVEP2	212642_s_at	0.314296930108756	1.79095014480104	0.2
ENSG00000010932	FMO1	205666_at	NA	-0.280883030315449	0
ENSG00000011007	ELOA	213604_at	NA	1.58849041208235	0.1
ENSG00000011009	LYPLA2	202292_x_at	NA	-1.13855222192298	-0.1
ENSG00000011021	CLCN6	203950_s_at	0.931197905420116	-0.206394410493589	0
ENSG00000011028	MRC2	209280_at	NA	-2.01080038210487	-0.2
ENSG00000011083	SLC6A7	208494_at	NA	0.608498018251658	0
ENSG00000011105	TSPAN9	220968_s_at	NA	-0.537010928939393	-0.1
ENSG00000011114	BTBD7	224945_at	0.0788957771315295	3.05790003988347	0.4
ENSG00000011132	APBA3	215148_s_at	0.228222219271509	2.10313417975094	0.3
ENSG00000011143	MKS1	1555820_a_at	NA	-0.0790480693114152	0
ENSG00000011198	ABHD5	213935_at	0.507750743147443	-1.23788422178137	-0.2
ENSG00000011201	ANOS1	205206_at	0.984659085632901	-0.0454264852282322	0
ENSG00000011243	AKAP8L	218064_s_at	0.176826940085263	2.36170726667317	0.3
ENSG00000011258	MBTD1	226797_at	0.567046159891777	1.09738158558379	0.2
ENSG00000011260	UTP18	203721_s_at	0.899439570601652	0.294286320626207	0.1
ENSG00000011275	RNF216	227065_at	NA	0.446946621779072	0
ENSG00000011295	TTC19	217964_at	0.153626276385946	-2.48875504031907	-0.4
ENSG00000011304	PTBP1	216306_x_at	0.0489269863790113	3.49181395087296	0.6
ENSG00000011332	DPF1	231599_x_at	NA	0.225103473705105	0
ENSG00000011347	SYT7	226167_at	0.975902791774553	-0.0752960231558423	0
ENSG00000011376	LARS2	34764_at	0.975902791774553	0.0753995555481899	0
ENSG00000011405	PIK3C2A	213070_at	0.974331071569088	0.0818556069703111	0
ENSG00000011422	PLAUR	211924_s_at	0.879958933389511	-0.346943335819021	-0.1
ENSG00000011426	ANLN	222608_s_at	0.280010556369871	1.90666398625544	0.3
ENSG00000011451	WIZ	52005_at	NA	-0.246861006080567	0
ENSG00000011454	RABGAP1	213313_at	0.939261799931233	0.188413665420467	0
ENSG00000011465	DCN	201893_x_at	0.966476812423736	-0.102941619605603	0
ENSG00000011478	QPCTL	220438_at	NA	0.904354082483744	0.1
ENSG00000011485	PPP5C	201979_s_at	NA	-0.737400733148794	-0.1
ENSG00000011523	CEP68	212675_s_at	0.941988757942741	0.17895569730661	0
ENSG00000011566	MAP4K3	218311_at	0.884057548340405	0.335679793659252	0.1
ENSG00000011590	ZBTB32	220118_at	NA	-0.548765416989573	-0.1
ENSG00000011600	TYROBP	204122_at	0.542467981235992	1.15802821044264	0.4
ENSG00000011638	TMEM159	213272_s_at	NA	0.56373970821694	0.1
ENSG00000011677	GABRA3	207210_at	0.921610097962676	-0.227390016301463	0
ENSG00000012048	BRCA1	204531_s_at	0.497549423881019	-1.26554879720106	-0.2
ENSG00000012061	ERCC1	203720_s_at	NA	-1.03287004522831	-0.1
ENSG00000012124	CD22	204581_at	0.205522409308365	2.21079173671696	0.4
ENSG00000012171	SEMA3B	203071_at	0.58580323553508	-1.03879260331158	-0.3
ENSG00000012174	MBTPS2	226760_at	0.599276949617643	-1.00379147293085	-0.2
ENSG00000012211	PRICKLE3	217349_s_at	NA	0.469666113167124	0
ENSG00000012223	LTF	202018_s_at	0.89158896490961	-0.315299818955447	-0.1
ENSG00000012232	EXTL3	209202_s_at	NA	0.644027081665518	0.1
ENSG00000012504	NR1H4	206340_at	NA	-1.19559588940668	-0.1
ENSG00000012660	ELOVL5	208788_at	0.631238276992335	-0.928115070004492	-0.2
ENSG00000012779	ALOX5	204446_s_at	0.630269322849331	0.931244177197102	0.4
ENSG00000012817	KDM5D	206700_s_at	0.244478082622564	2.03463898726748	1.4
ENSG00000012822	CALCOCO1	209002_s_at	NA	2.39656601589604	0.3
ENSG00000012963	UBR7	218108_at	NA	1.62586202304955	0.2
ENSG00000012983	MAP4K5	203552_at	0.240651959070672	2.05653615065632	0.2
ENSG00000013016	EHD3	218935_at	0.705542737947695	0.746665152439176	0.2
ENSG00000013275	PSMC4	201252_at	NA	0.367440414082625	0
ENSG00000013288	MAN2B2	214703_s_at	NA	-1.00287626765821	-0.1
ENSG00000013293	SLC7A14	1556641_at	0.410118089131775	-1.49962509170165	-0.4
ENSG00000013297	CLDN11	228335_at	0.72267871899167	0.706937769291785	0.1
ENSG00000013306	SLC25A39	223649_s_at	NA	1.25215326486602	0.1
ENSG00000013364	MVP	202180_s_at	0.963040388881707	-0.118652358148532	0
ENSG00000013374	NUB1	222512_at	NA	1.60822207230214	0.2
ENSG00000013375	PGM3	221788_at	0.109671874475509	2.78104962879949	0.3
ENSG00000013392	RWDD2A	229786_at	NA	0.293661228882918	0
ENSG00000013441	CLK1	214683_s_at	0.0264715556169858	4.0681391798409	0.6
ENSG00000013503	POLR3B	219459_at	0.551083221282464	-1.13390723096033	-0.2
ENSG00000013523	ANGEL1	213099_at	0.239336209130811	2.06229815334789	0.3
ENSG00000013561	RNF14	201824_at	0.270289353569387	-1.93780495553356	-0.4
ENSG00000013563	DNASE1L1	203912_s_at	NA	-1.49708342920347	-0.2
ENSG00000013573	DDX11	208159_x_at	0.119477242308488	2.70828326172007	0.4
ENSG00000013583	HEBP1	218450_at	0.293452456021235	1.85759153040267	0.2
ENSG00000013588	GPRC5A	212444_at	NA	-1.08787771136137	-0.1
ENSG00000013619	MAMLD1	205088_at	0.630055014219072	0.933709511895915	0.1
ENSG00000013725	CD6	213958_at	NA	0.24635170083293	0
ENSG00000013810	TACC3	218308_at	NA	-0.602868348848634	-0.1
ENSG00000014123	UFL1	212633_at	0.912258014303972	0.25430377986206	0.1
ENSG00000014138	POLA2	204441_s_at	NA	0.528676996892896	0.1
ENSG00000014164	ZC3H3	213445_at	NA	0.734897433317167	0.1
ENSG00000014216	CAPN1	200752_s_at	NA	-0.136914763113151	0
ENSG00000014257	ACP3	237030_at	NA	-1.12628012154568	-0.1
ENSG00000014641	MDH1	200978_at	0.472733472611657	-1.33116847880604	-0.5
ENSG00000014824	SLC30A9	202614_at	0.266546616206316	-1.95224133936163	-0.3
ENSG00000014914	MTMR11	1556034_s_at	NA	0.162661835233052	0
ENSG00000014919	COX15	219547_at	0.893141396395993	-0.310103985319124	0
ENSG00000015133	CCDC88C	243869_at	NA	-0.285860868183959	0
ENSG00000015153	YAF2	206238_s_at	0.571065572938712	-1.08606816998223	-0.2
ENSG00000015171	ZMYND11	202136_at	NA	1.70648964797684	0.1
ENSG00000015285	WAS	38964_r_at	NA	2.29137956844484	0.2
ENSG00000015413	DPEP1	205983_at	NA	0.392185386474516	0
ENSG00000015475	BID	227143_s_at	0.876996286674835	0.352342315846733	0.1
ENSG00000015520	NPC1L1	220106_at	NA	2.57612276461735	0.2
ENSG00000015532	XYLT2	219401_at	NA	2.02054857863053	0.2
ENSG00000015568	RGPD5	242712_x_at	0.202124582670118	2.22523970438516	0.5
ENSG00000015592	STMN4	221236_s_at	0.868986639961031	-0.375004550816977	-0.1
ENSG00000015676	NUDCD3	201270_x_at	NA	1.24150427729111	0.1
ENSG00000016082	ISL1	206104_at	NA	-0.608599654148433	0
ENSG00000016391	CHDH	1559591_s_at	0.252681044518843	1.99745342474122	0.3
