Gene ID	Gene Name	Design Element	g2_g1.p-value	g2_g1.t-statistic	g2_g1.log2foldchange
ENSG00000006016	CRLF1	206315_at	NA	1.84376312994274	0.2
ENSG00000006047	YBX2	219704_at	NA	1.78558254309913	0.2
ENSG00000006059	KRT33A	208483_x_at	NA	1.6625975093908	0.3
ENSG00000006062	MAP3K14	205192_at	NA	-0.0614319605279577	0
ENSG00000006071	ABCC8	210246_s_at	NA	-0.0376105734159237	0
ENSG00000006116	CACNG3	206384_at	NA	1.83202968462137	0.3
ENSG00000006125	AP2B1	200612_s_at	NA	1.75679062958114	0.2
ENSG00000006128	TAC1	206552_s_at	0.925310414238098	-0.117252651047889	-0.1
ENSG00000006194	ZNF263	203707_at	NA	-0.497223740588739	-0.1
ENSG00000006210	CX3CL1	823_at	NA	-0.235461937180817	0
ENSG00000006283	CACNA1G	210380_s_at	NA	0.76680794100301	0.1
ENSG00000006327	TNFRSF12A	218368_s_at	NA	1.81317870993157	0.2
ENSG00000006377	DLX6	221289_at	NA	0.681089556504719	0.1
ENSG00000006451	RALA	214435_x_at	NA	0.848991454264124	0.1
ENSG00000006468	ETV1	217061_s_at	NA	1.8299400264511	0.3
ENSG00000006534	ALDH3B1	211004_s_at	NA	2.27180496563404	0.3
ENSG00000006611	USH1C	211184_s_at	0.927003109799741	-0.113161732613904	0
ENSG00000006634	DBF4	204244_s_at	NA	0.176979583531275	0
ENSG00000006638	TBXA2R	336_at	NA	2.51556434179718	0.3
ENSG00000006652	IFRD1	202146_at	NA	-1.18114882783788	-0.3
ENSG00000006659	LGALS14	220158_at	NA	2.50010412133397	0.3
ENSG00000006695	COX10	203858_s_at	NA	2.0768906767904	0.2
ENSG00000006704	GTF2IRD1	218412_s_at	NA	0.906293145430543	0.1
ENSG00000006715	VPS41	210849_s_at	NA	-1.57626881635228	-0.4
ENSG00000006744	ELAC2	201767_s_at	NA	-0.933671339721099	-0.1
ENSG00000006756	ARSD	206831_s_at	NA	2.83616173872004	0.5
ENSG00000006788	MYH13	208208_at	NA	1.77200578552784	0.3
ENSG00000007038	PRSS21	220051_at	NA	2.83272719544621	0.5
ENSG00000007062	PROM1	204304_s_at	NA	1.19164483842578	0.2
ENSG00000007168	PAFAH1B1	200816_s_at	0.129576662536093	-2.25754118492037	-1
ENSG00000007171	NOS2	210037_s_at	NA	1.41633078400184	0.2
ENSG00000007174	DNAH9	207959_s_at	NA	1.51281878805085	0.3
ENSG00000007216	SLC13A2	207567_at	NA	1.30372546137524	0.1
ENSG00000007237	GAS7	202191_s_at	0.229171276638544	1.53473540673197	0.6
ENSG00000007264	MATK	206267_s_at	NA	1.2740428684301	0.2
ENSG00000007306	CEACAM7	211848_s_at	NA	0.979021165613073	0.1
ENSG00000007312	CD79B	205297_s_at	NA	0.812380245924885	0.1
ENSG00000007314	SCN4A	206981_at	NA	1.67709499812082	0.3
ENSG00000007350	TKTL1	214183_s_at	NA	1.50556422001565	0.2
ENSG00000007372	PAX6	205646_s_at	NA	0.714054581774868	0.1
ENSG00000007384	RHBDF1	218686_s_at	NA	0.452946960529938	0.1
ENSG00000007392	LUC7L	220143_x_at	NA	2.0571796601518	0.3
ENSG00000007402	CACNA2D2	204811_s_at	NA	-0.175735760272268	0
ENSG00000007541	PIGQ	204144_s_at	NA	1.1803195742187	0.2
ENSG00000007908	SELE	206211_at	NA	-1.00350541616412	-0.2
ENSG00000007933	FMO3	40665_at	NA	0.430183453223825	0
ENSG00000007944	MYLIP	220319_s_at	NA	-1.02171266293743	-0.1
ENSG00000007952	NOX1	206418_at	NA	1.36064809448067	0.1
ENSG00000007968	E2F2	207042_at	NA	2.11679112590376	0.2
ENSG00000008018	PSMB1	200876_s_at	0.129576662536093	-3.51597674996606	-1
ENSG00000008056	SYN1	221914_at	NA	0.228867284890665	0.1
ENSG00000008083	JARID2	203297_s_at	NA	0.783178186840071	0.2
ENSG00000008086	CDKL5	206575_at	NA	1.327805340863	0.2
ENSG00000008196	TFAP2B	214451_at	NA	2.76271502411715	0.3
ENSG00000008256	CYTH3	206523_at	NA	0.994430296118625	0.1
ENSG00000008277	ADAM22	206615_s_at	NA	1.50940921591643	0.2
ENSG00000008282	SYPL1	201260_s_at	NA	-1.89983718421951	-0.3
ENSG00000008283	CYB561	210816_s_at	NA	1.3049546249915	0.1
ENSG00000008294	SPAG9	212470_at	NA	-2.25343217232697	-0.6
ENSG00000008300	CELSR3	40020_at	NA	1.37378594259944	0.2
ENSG00000008311	AASS	210852_s_at	NA	0.0397218725301233	0
ENSG00000008324	SS18L2	218283_at	NA	-1.4068215919509	-0.2
ENSG00000008405	CRY1	209674_at	NA	-1.49055045664809	-0.1
ENSG00000008438	PGLYRP1	207384_at	NA	1.73011097059704	0.4
ENSG00000008441	NFIX	209807_s_at	NA	0.309002821856581	0
ENSG00000008513	ST3GAL1	208322_s_at	NA	1.16934062155657	0.2
ENSG00000008516	MMP25	207890_s_at	NA	0.802266704232578	0.1
ENSG00000008517	IL32	203828_s_at	NA	1.74859319392219	0.2
ENSG00000008735	MAPK8IP2	205050_s_at	NA	0.130667724029666	0
ENSG00000008952	SEC62	208943_s_at	NA	-1.94684058783159	-0.6
ENSG00000008988	RPS20	216247_at	NA	-1.6584795270582	-0.3
ENSG00000009307	CSDE1	202646_s_at	NA	-1.475011297489	-0.3
ENSG00000009413	REV3L	208070_s_at	NA	-2.14590278090567	-0.2
ENSG00000009694	TENM1	205728_at	NA	-0.153558733994361	0
ENSG00000009709	PAX7	208060_at	NA	0.563498864011168	0.1
ENSG00000009724	MASP2	207041_at	NA	1.09524962873144	0.1
ENSG00000009830	POMT2	220632_s_at	NA	1.57382698567184	0.4
ENSG00000009950	MLXIPL	221163_s_at	NA	1.89077819927072	0.3
ENSG00000009954	BAZ1B	208445_s_at	NA	-0.888324374767364	-0.1
ENSG00000010017	RANBP9	202582_s_at	NA	-2.26045830718884	-0.6
ENSG00000010030	ETV7	221680_s_at	NA	1.8138507932346	0.3
ENSG00000010165	EEF1AKNMT	206468_s_at	NA	1.82921281617482	0.3
ENSG00000010244	ZNF207	200828_s_at	NA	-2.96714091989247	-0.6
ENSG00000010256	UQCRC1	201903_at	NA	-2.20110581718326	-0.3
ENSG00000010278	CD9	201005_at	0.129576662536093	-2.99654927508478	-1.4
ENSG00000010310	GIPR	208105_at	NA	1.39280671941568	0.2
ENSG00000010319	SEMA3G	219689_at	NA	2.28754284839214	0.5
ENSG00000010322	NISCH	201591_s_at	NA	0.536481990839905	0.1
ENSG00000010379	SLC6A13	207184_at	NA	2.84257778281535	0.3
ENSG00000010438	PRSS3	207463_x_at	NA	1.69391533722302	0.4
ENSG00000010539	ZNF200	207338_s_at	NA	1.68836781377111	0.2
ENSG00000010610	CD4	203547_at	NA	1.24816850980925	0.2
ENSG00000010671	BTK	205504_at	NA	1.67459542751834	0.3
ENSG00000010704	HFE	211330_s_at	NA	-0.339308830017749	0
ENSG00000010803	SCMH1	221216_s_at	NA	0.882450255441341	0.1
ENSG00000010810	FYN	210105_s_at	NA	-1.08688525328563	-0.2
ENSG00000010818	HIVEP2	212642_s_at	NA	0.188623388062709	0
ENSG00000010932	FMO1	205666_at	NA	2.20561674097534	0.4
ENSG00000011007	ELOA	202818_s_at	NA	2.68212776039825	0.4
ENSG00000011009	LYPLA2	202292_x_at	NA	2.27033673725964	0.3
ENSG00000011021	CLCN6	203950_s_at	NA	-0.0230199386449198	0
ENSG00000011028	MRC2	37408_at	NA	0.661252906026752	0.1
ENSG00000011083	SLC6A7	208494_at	NA	0.882230982584815	0.1
ENSG00000011105	TSPAN9	205665_at	NA	0.14420472516167	0
ENSG00000011132	APBA3	215148_s_at	NA	2.2111780273065	0.5
ENSG00000011201	ANOS1	205206_at	0.129576662536093	-2.86417496927429	-0.8
ENSG00000011243	AKAP8L	218064_s_at	NA	-0.0732244000922482	0
ENSG00000011275	RNF216	218426_s_at	NA	1.72442335904604	0.3
ENSG00000011304	PTBP1	212016_s_at	NA	1.16178221014971	0.1
ENSG00000011332	DPF1	206531_at	NA	1.05612260180759	0.2
ENSG00000011422	PLAUR	210845_s_at	NA	-0.85583173278635	-0.1
ENSG00000011454	RABGAP1	213313_at	NA	-1.082259498967	-0.3
ENSG00000011485	PPP5C	215705_at	NA	2.70793684548586	0.4
ENSG00000011566	MAP4K3	218311_at	NA	-2.1505615036331	-0.2
ENSG00000011590	ZBTB32	220118_at	NA	1.23186766492565	0.2
ENSG00000011600	TYROBP	204122_at	NA	-0.210627620274526	-0.1
ENSG00000011677	GABRA3	207210_at	NA	2.06218151476792	0.4
ENSG00000012048	BRCA1	204531_s_at	NA	1.66639780485132	0.2
ENSG00000012061	ERCC1	203719_at	NA	1.88599651775844	0.3
ENSG00000012124	CD22	38521_at	NA	2.66221625554832	0.4
ENSG00000012171	SEMA3B	203071_at	NA	1.03908664354953	0.3
ENSG00000012211	PRICKLE3	217349_s_at	NA	1.21415624140118	0.1
ENSG00000012223	LTF	202018_s_at	0.890082911021216	0.177152735452552	0.1
ENSG00000012232	EXTL3	209202_s_at	NA	1.72806187624874	0.3
ENSG00000012504	NR1H4	206340_at	NA	1.76214354904528	0.3
ENSG00000012660	ELOVL5	208788_at	0.129576662536093	-3.2892417309308	-0.9
ENSG00000012779	ALOX5	204446_s_at	NA	-0.766967927805909	-0.2
ENSG00000012817	KDM5D	206700_s_at	0.157947883125538	-1.9229966842275	-0.3
ENSG00000012983	MAP4K5	203552_at	NA	-2.27971162514321	-0.4
ENSG00000013016	EHD3	218935_at	NA	-1.09993032694322	-0.3
ENSG00000013275	PSMC4	201252_at	NA	-1.79124486355352	-0.2
ENSG00000013364	MVP	202180_s_at	NA	-0.243275735362011	-0.1
ENSG00000013441	CLK1	214683_s_at	NA	-2.54216411540068	-0.7
ENSG00000013561	RNF14	201823_s_at	NA	-1.23066203554046	-0.3
ENSG00000013563	DNASE1L1	203912_s_at	NA	1.39816299384212	0.2
ENSG00000013583	HEBP1	218450_at	0.129576662536093	-2.69768990790769	-0.7
ENSG00000013588	GPRC5A	203108_at	NA	1.67184490001644	0.2
ENSG00000013619	MAMLD1	205088_at	NA	3.14555005215051	0.3
ENSG00000013725	CD6	213958_at	NA	2.29969428866435	0.3
ENSG00000013810	TACC3	218308_at	NA	2.25317009382678	0.3
ENSG00000014138	POLA2	204441_s_at	NA	1.32442184805389	0.2
ENSG00000014216	CAPN1	200752_s_at	NA	1.56048290074833	0.3
ENSG00000014257	ACP3	204393_s_at	NA	1.91706437507256	0.4
ENSG00000014641	MDH1	200978_at	0.157947883125538	-1.92529482297505	-1.1
ENSG00000014824	SLC30A9	202614_at	0.129576662536093	-2.34974717494215	-0.7
ENSG00000014914	MTMR11	205076_s_at	NA	1.19285837456412	0.2
ENSG00000014919	COX15	219547_at	NA	-0.772733063949948	-0.1
ENSG00000015153	YAF2	206238_s_at	NA	-1.05168103458269	-0.2
ENSG00000015171	ZMYND11	202136_at	NA	-0.856880228172966	-0.2
ENSG00000015285	WAS	38964_r_at	NA	1.26743501362869	0.2
ENSG00000015413	DPEP1	205983_at	NA	1.89137021622656	0.6
ENSG00000015475	BID	204493_at	NA	2.13454899333071	0.3
ENSG00000015520	NPC1L1	220106_at	NA	1.71002725497871	0.2
ENSG00000015532	XYLT2	219401_at	NA	1.58053079706946	0.2
ENSG00000015592	STMN4	221236_s_at	0.176658997523225	1.80335717108366	1
ENSG00000016082	ISL1	206104_at	NA	1.44160232774093	0.3
ENSG00000016402	IL20RA	219115_s_at	NA	0.810162433207553	0.1
ENSG00000016490	CLCA1	210107_at	NA	1.41476670362449	0.2
ENSG00000016602	CLCA4	220026_at	NA	-1.50873271442967	-0.3
ENSG00000016864	GLT8D1	218147_s_at	NA	-1.77493480962321	-0.2
ENSG00000017260	ATP2C1	212255_s_at	NA	-0.0256813557885545	0
ENSG00000017427	IGF1	209541_at	NA	0.667832064028111	0.1
ENSG00000017797	RALBP1	202845_s_at	NA	-1.05267372801917	-0.2
ENSG00000018236	CNTN1	211203_s_at	NA	1.060688771161	0.2
ENSG00000018280	SLC11A1	210423_s_at	NA	0.492893152855136	0.1
ENSG00000018408	WWTR1	202133_at	0.75279095945665	-0.395280742512874	-0.1
ENSG00000018510	AGPS	205401_at	NA	1.24597840888539	0.1
ENSG00000018625	ATP1A2	203296_s_at	NA	-1.6876973180239	-0.4
ENSG00000019169	MARCO	205819_at	NA	0.797047976700842	0.1
ENSG00000019186	CYP24A1	206504_at	NA	1.38766088460899	0.1
ENSG00000019485	PRDM11	220571_at	NA	1.6500279049741	0.2
ENSG00000019549	SNAI2	213139_at	NA	-0.366094043270586	0
ENSG00000019582	CD74	209619_at	0.808286922115084	-0.305862928193304	-0.2
ENSG00000020426	MNAT1	203565_s_at	NA	-1.42776854873846	-0.2
ENSG00000020633	RUNX3	204197_s_at	NA	2.84112873899273	0.6
ENSG00000020922	MRE11	205395_s_at	NA	0.300915439368969	0
ENSG00000021300	PLEKHB1	209504_s_at	0.486229480702584	-0.854360656157633	-0.5
ENSG00000021355	SERPINB1	213572_s_at	NA	0.368575591252299	0.1
ENSG00000021461	CYP3A43	211440_x_at	NA	1.22451532626858	0.3
ENSG00000021488	SLC7A9	220135_s_at	NA	2.41173937859681	0.3
ENSG00000021645	NRXN3	205795_at	NA	-0.601040967527239	-0.1
ENSG00000021826	CPS1	204920_at	NA	-0.791694434701425	-0.2
ENSG00000021852	C8B	206979_at	NA	2.1772680913031	0.4
ENSG00000022267	FHL1	201540_at	NA	-2.75107190520203	-0.7
ENSG00000022355	GABRA1	206678_at	0.941131557690813	-0.0893285496230194	0
ENSG00000023191	RNH1	206050_s_at	NA	-1.85410092502434	-0.4
ENSG00000023228	NDUFS1	203039_s_at	NA	-2.62072605901702	-0.6
ENSG00000023330	ALAS1	205633_s_at	NA	-5.17831212500868	-0.7
ENSG00000023445	BIRC3	210538_s_at	NA	0.170162720688253	0
ENSG00000023516	AKAP11	203156_at	0.13873931476334	-2.1476654388768	-1.1
ENSG00000023608	SNAPC1	205443_at	NA	0.196500869268389	0
ENSG00000023734	STRAP	200870_at	0.129576662536093	-2.32067930761484	-0.8
ENSG00000023839	ABCC2	206155_at	NA	2.81863477721314	0.3
ENSG00000023892	DEF6	221293_s_at	NA	0.816056835548821	0.1
ENSG00000023909	GCLM	203925_at	NA	-1.52086486350372	-0.2
ENSG00000024422	EHD2	205341_at	NA	1.94966426449476	0.3
ENSG00000025039	RRAGD	221523_s_at	NA	-1.98286892796155	-0.3
ENSG00000025156	HSF2	209657_s_at	NA	-1.71993998490409	-0.2
ENSG00000025293	PHF20	206567_s_at	NA	2.22698341267883	0.3
ENSG00000025423	HSD17B6	37512_at	NA	-1.21080800205117	-0.1
ENSG00000025434	NR1H3	203920_at	NA	2.46928611204883	0.3
ENSG00000025772	TOMM34	201870_at	NA	-0.112637863953659	0
ENSG00000025796	SEC63	201916_s_at	NA	-3.44139659698407	-0.9
ENSG00000026025	VIM	201426_s_at	0.278256317017152	-1.36512241338913	-0.8
ENSG00000026103	FAS	204780_s_at	NA	-0.574638602812969	-0.1
ENSG00000026508	CD44	212063_at	0.131152848152725	-2.24799182620536	-1.2
ENSG00000026559	KCNG1	214595_at	NA	1.47408476089331	0.2
ENSG00000026652	AGPAT4	219693_at	NA	0.0853020041595681	0
ENSG00000026751	SLAMF7	219159_s_at	NA	1.37165747558647	0.2
ENSG00000027001	MIPEP	36830_at	NA	-0.161846492215483	0
ENSG00000027697	IFNGR1	202727_s_at	NA	-1.4104307083968	-0.5
ENSG00000027847	B4GALT7	53076_at	NA	1.83692432879854	0.2
ENSG00000027869	SH2D2A	207351_s_at	NA	1.40934118632202	0.2
ENSG00000028116	VRK2	205126_at	NA	-1.73464698866961	-0.3
ENSG00000028137	TNFRSF1B	203508_at	NA	-0.111387594793791	0
ENSG00000028528	SNX1	201716_at	NA	-1.45318004027272	-0.3
ENSG00000028839	TBPL1	208398_s_at	0.137533853039002	-2.15819143224841	-0.8
ENSG00000029153	ARNTL2	220658_s_at	NA	-0.619281199020729	-0.1
ENSG00000029559	IBSP	207370_at	NA	-0.0216796750696695	0
ENSG00000029725	RABEP1	214552_s_at	NA	2.53149697703417	0.3
ENSG00000029993	HMGB3	203744_at	NA	-1.07298789353508	-0.2
ENSG00000030110	BAK1	203728_at	NA	2.71723101751255	0.4
ENSG00000030304	MUSK	207633_s_at	NA	2.85622369698316	0.4
ENSG00000030419	IKZF2	220567_at	NA	2.39077636912879	0.4
ENSG00000030582	GRN	211284_s_at	NA	2.42681213602311	0.3
ENSG00000031003	FAM13B	218518_at	NA	-0.814248756779397	-0.2
ENSG00000031698	SARS1	200802_at	NA	-3.30701898173295	-0.5
ENSG00000031823	RANBP3	202639_s_at	NA	1.99672882153743	0.3
ENSG00000032219	ARID4A	205062_x_at	NA	-1.26185431742422	-0.1
ENSG00000032389	EIPR1	217968_at	NA	-2.14188878261896	-0.3
ENSG00000032444	PNPLA6	203718_at	NA	1.94673639458187	0.3
ENSG00000032742	IFT88	204703_at	NA	2.38054910967567	0.3
ENSG00000033050	ABCF2	209247_s_at	NA	0.455221478851108	0.1
ENSG00000033170	FUT8	203988_s_at	NA	-0.91817073073807	-0.2
ENSG00000033327	GAB2	203853_s_at	NA	-0.130256477289459	0
ENSG00000033627	ATP6V0A1	212383_at	NA	0.718242660833847	0.1
ENSG00000033800	PIAS1	217862_at	NA	-0.976167104841682	-0.2
ENSG00000033867	SLC4A7	209884_s_at	NA	2.60951515242211	0.3
ENSG00000034053	APBA2	209871_s_at	NA	1.19130639138325	0.2
ENSG00000034510	TMSB10	217733_s_at	NA	-0.598570139882169	-0.1
ENSG00000034677	RNF19A	220483_s_at	NA	1.75967091868356	0.2
ENSG00000034693	PEX3	203970_s_at	NA	-1.42602794297576	-0.2
ENSG00000034713	GABARAPL2	209046_s_at	0.129576662536093	-2.51588609944748	-0.9
ENSG00000034971	MYOC	210155_at	NA	2.74009345261395	0.4
ENSG00000035403	VCL	200931_s_at	NA	-0.780427158064717	-0.1
ENSG00000035664	DAPK2	206324_s_at	NA	1.08666500399988	0.2
ENSG00000035681	NSMAF	203269_at	NA	-0.757593816849065	-0.1
ENSG00000035687	ADSS2	221761_at	NA	-2.7232872312557	-0.5
ENSG00000035720	STAP1	220059_at	NA	2.7309048089159	0.5
ENSG00000035862	TIMP2	203167_at	NA	3.63072513133145	0.4
ENSG00000035928	RFC1	208021_s_at	NA	-0.324843758341482	0
ENSG00000036257	CUL3	201371_s_at	0.136996603195547	-2.16603589989287	-0.8
ENSG00000036448	MYOM2	205826_at	NA	0.451227391883676	0.1
ENSG00000036473	OTC	207200_at	NA	2.54480630062143	0.4
ENSG00000036530	CYP46A1	220331_at	NA	0.951213889158653	0.2
ENSG00000036565	SLC18A1	207074_s_at	NA	2.86058067037668	0.5
ENSG00000036672	USP2	207213_s_at	NA	1.22765203197716	0.1
ENSG00000036828	CASR	210577_at	NA	1.51679581843102	0.2
ENSG00000037042	TUBG2	203894_at	NA	-2.04000579441539	-0.2
ENSG00000037280	FLT4	210316_at	NA	1.64654632419688	0.2
ENSG00000037897	METTL1	204027_s_at	NA	1.66615454789341	0.2
ENSG00000037965	HOXC8	221350_at	NA	0.510816552790603	0.1
ENSG00000038002	AGA	204333_s_at	NA	0.213118222363851	0
ENSG00000038274	MAT2B	217993_s_at	NA	-1.9138469454373	-0.5
ENSG00000038295	TLL1	206415_at	NA	0.788942096409959	0.1
ENSG00000038382	TRIO	209012_at	NA	-0.195461091945518	0
ENSG00000038427	VCAN	204620_s_at	NA	-1.06993490038954	-0.3
ENSG00000038945	MSR1	214770_at	NA	-0.459882001985983	-0.1
ENSG00000039068	CDH1	201131_s_at	NA	0.848252708835172	0.1
ENSG00000039537	C6	210168_at	NA	1.22194874793587	0.2
ENSG00000039560	RAI14	202052_s_at	NA	1.10446031855617	0.2
ENSG00000039600	SOX30	207678_s_at	NA	1.02071864844242	0.1
ENSG00000039650	PNKP	218961_s_at	NA	3.69601225829279	0.3
ENSG00000040341	STAU2	204226_at	NA	-0.142779024477794	0
ENSG00000040531	CTNS	36566_at	NA	2.95689580971975	0.4
ENSG00000040731	CDH10	220115_s_at	NA	-0.0212200239225229	0
ENSG00000040933	INPP4A	204552_at	NA	-0.621995593081099	-0.1
ENSG00000041353	RAB27B	207018_s_at	NA	1.18899968711666	0.1
ENSG00000041357	PSMA4	203396_at	NA	-0.783103553506056	-0.2
ENSG00000041880	PARP3	209940_at	NA	1.44856107259583	0.2
ENSG00000041982	TNC	201645_at	NA	-0.394756166388887	-0.1
ENSG00000042493	CAPG	201850_at	NA	0.333460438351025	0.1
ENSG00000042753	AP2S1	208074_s_at	NA	-1.72683005644372	-0.2
ENSG00000042781	USH2A	207706_at	NA	0.56940178633707	0.1
ENSG00000042813	ZPBP	207021_at	NA	1.91139832410454	0.3
ENSG00000042832	TG	203673_at	NA	1.29204795557312	0.2
ENSG00000042980	ADAM28	205997_at	NA	-0.207001245052981	0
ENSG00000043039	BARX2	210419_at	NA	1.06411680708873	0.2
ENSG00000043093	DCUN1D1	218583_s_at	NA	-1.0581280165729	-0.2
ENSG00000043462	LCP2	205269_at	NA	-0.286323420730813	0
ENSG00000043514	TRIT1	218617_at	NA	0.875427224172457	0.1
ENSG00000043591	ADRB1	208214_at	NA	1.77024040985836	0.2
ENSG00000044012	GUCA2B	207502_at	NA	1.64719655864355	0.3
ENSG00000044115	CTNNA1	200764_s_at	NA	-2.59457474388461	-0.7
ENSG00000044446	PHKA2	209438_at	NA	4.13072471104899	0.4
ENSG00000044524	EPHA3	206070_s_at	NA	1.09299275753953	0.1
ENSG00000046604	DSG2	217901_at	NA	1.16672224899945	0.1
ENSG00000046651	OFD1	203569_s_at	NA	0.388964355024638	0.1
ENSG00000046774	MAGEC2	220062_s_at	NA	1.13675334437711	0.2
ENSG00000047230	CTPS2	219080_s_at	NA	1.76356391817079	0.3
ENSG00000047315	POLR2B	201803_at	NA	-1.44174584109442	-0.2
ENSG00000047410	TPR	201730_s_at	NA	-0.312826632781946	-0.1
ENSG00000047457	CP	204846_at	0.702359020183653	-0.474371237122351	-0.2
ENSG00000047597	XK	206698_at	NA	-0.426483637708996	-0.1
ENSG00000047617	ANO2	220111_s_at	NA	1.59965663263953	0.2
ENSG00000047621	C12orf4	218374_s_at	NA	-2.21490709656836	-0.3
ENSG00000047634	SCML1	218793_s_at	NA	-0.985285974179349	-0.2
ENSG00000047648	ARHGAP6	206167_s_at	NA	1.64228495583969	0.2
ENSG00000047849	MAP4	243_g_at	NA	1.72744171044259	0.3
ENSG00000047936	ROS1	207569_at	NA	0.383921646625141	0
ENSG00000048052	HDAC9	205659_at	NA	2.13396811441685	0.2
ENSG00000048462	TNFRSF17	206641_at	NA	1.95213529834388	0.2
